hw.ncpu: 1
hw.physmem: 2105200640
time,v_inactive_count,v_inactive_target,v_active_count,v_free_count,v_free_min,v_free_target,v_free_reserved,v_pdpages,v_pdwakeups,v_vnodepgsout,v_vnodepgsin,v_vnodeout,v_vnodein,v_swappgsout,v_swappgsin
0.000, 354944, 16057, 5125, 20405, 3202, 10705, 701, 238968, 15, 10581, 17067, 669, 2120, 0, 0
1.019, 354944, 16057, 5125, 20405, 3202, 10705, 701, 238976, 15, 10581, 17067, 669, 2120, 0, 0
2.042, 354944, 16057, 5125, 20405, 3202, 10705, 701, 238984, 15, 10581, 17067, 669, 2120, 0, 0
3.098, 354944, 16057, 5125, 20405, 3202, 10705, 701, 238992, 15, 10581, 17067, 669, 2120, 0, 0
4.104, 355125, 16057, 5305, 19930, 3202, 10705, 701, 239000, 15, 10581, 17300, 669, 2138, 0, 0
5.109, 358993, 16057, 5764, 15567, 3202, 10705, 701, 239009, 15, 10581, 21428, 669, 2403, 0, 0
6.115, 361280, 16057, 5729, 13088, 3202, 10705, 701, 239018, 15, 10581, 21451, 669, 2409, 0, 0
7.163, 362165, 16057, 6660, 11357, 3202, 10705, 701, 239029, 15, 10581, 22272, 669, 2465, 0, 0
8.176, 363080, 16057, 6944, 10060, 3202, 10705, 701, 239040, 15, 10581, 23202, 669, 2534, 0, 0
9.181, 364432, 16057, 10456, 5221, 3202, 10705, 701, 239056, 15, 10581, 24436, 669, 2617, 0, 0
10.187, 360087, 16057, 13056, 9197, 3202, 10705, 701, 244047, 16, 10581, 25056, 669, 2661, 0, 0
11.191, 360589, 16057, 13471, 8273, 3202, 10705, 701, 244068, 16, 10581, 25592, 669, 2695, 0, 0
12.195, 360626, 16057, 9587, 12133, 3202, 10705, 701, 244090, 16, 10581, 25614, 669, 2696, 0, 0
13.199, 360651, 16057, 12984, 8687, 3202, 10705, 701, 244109, 16, 10581, 25635, 669, 2698, 0, 0
14.203, 360651, 16057, 13439, 8229, 3202, 10705, 701, 244130, 16, 10581, 25635, 669, 2698, 0, 0
15.209, 360651, 16057, 13657, 8009, 3202, 10705, 701, 244152, 16, 10581, 25635, 669, 2698, 0, 0
16.213, 360651, 16057, 7247, 14443, 3202, 10705, 701, 244175, 16, 10581, 25635, 669, 2698, 0, 0
17.217, 360675, 16057, 8620, 13052, 3202, 10705, 701, 244191, 16, 10581, 25635, 669, 2698, 0, 0
18.222, 360691, 16057, 7082, 14598, 3202, 10705, 701, 244202, 16, 10581, 25635, 669, 2698, 0, 0
19.228, 360707, 16057, 8132, 13517, 3202, 10705, 701, 244215, 16, 10581, 25635, 669, 2698, 0, 0
20.233, 360769, 16057, 9725, 11855, 3202, 10705, 701, 244232, 16, 10581, 25685, 669, 2701, 0, 0
21.238, 360842, 16057, 15839, 5614, 3202, 10705, 701, 244251, 16, 10581, 25732, 669, 2704, 0, 0
22.243, 360842, 16057, 17420, 4021, 3202, 10705, 701, 244279, 16, 10581, 25732, 669, 2704, 0, 0
23.249, 360842, 16057, 17721, 3718, 3202, 10705, 701, 244308, 16, 10581, 25732, 669, 2704, 0, 0
24.253, 353670, 16057, 7658, 21006, 3202, 10705, 701, 251514, 17, 10581, 25732, 669, 2704, 0, 0
25.257, 353743, 16057, 8263, 20359, 3202, 10705, 701, 251532, 17, 10581, 25761, 669, 2706, 0, 0
26.262, 353751, 16057, 8465, 20146, 3202, 10705, 701, 251550, 17, 10581, 25761, 669, 2706, 0, 0
27.266, 353800, 16057, 9903, 18654, 3202, 10705, 701, 251568, 17, 10581, 25773, 669, 2708, 0, 0
28.273, 353800, 16057, 14995, 13520, 3202, 10705, 701, 251590, 17, 10581, 25773, 669, 2708, 0, 0
29.279, 353816, 16057, 9194, 19354, 3202, 10705, 701, 251615, 17, 10581, 25773, 669, 2708, 0, 0
30.283, 353839, 16057, 11003, 17509, 3202, 10705, 701, 251626, 17, 10581, 25789, 669, 2709, 0, 0
31.288, 353849, 16057, 11706, 16791, 3202, 10705, 701, 251638, 17, 10581, 25789, 669, 2709, 0, 0
32.292, 353869, 16057, 8085, 20415, 3202, 10705, 701, 251657, 17, 10581, 25802, 669, 2711, 0, 0
33.297, 355100, 16057, 11494, 15741, 3202, 10705, 701, 251675, 17, 10581, 25802, 669, 2711, 0, 0
34.303, 353926, 16057, 11905, 16507, 3202, 10705, 701, 251688, 17, 10581, 25811, 669, 2713, 0, 0
35.352, 353948, 16057, 7752, 20677, 3202, 10705, 701, 251700, 17, 10581, 25811, 669, 2713, 0, 0
36.358, 353972, 16057, 9375, 19010, 3202, 10705, 701, 251716, 17, 10581, 25816, 669, 2714, 0, 0
37.362, 354002, 16057, 9393, 18969, 3202, 10705, 701, 251735, 17, 10581, 25816, 669, 2714, 0, 0
38.369, 354017, 16057, 11866, 16477, 3202, 10705, 701, 251747, 17, 10581, 25824, 669, 2715, 0, 0
39.377, 354071, 16057, 9522, 18793, 3202, 10705, 701, 251769, 17, 10581, 25850, 669, 2717, 0, 0
40.384, 354090, 16057, 12193, 16072, 3202, 10705, 701, 251782, 17, 10581, 25864, 669, 2719, 0, 0
41.392, 354228, 16057, 8287, 19875, 3202, 10705, 701, 251804, 17, 10581, 25995, 669, 2727, 0, 0
42.398, 354254, 16057, 9375, 18756, 3202, 10705, 701, 251821, 17, 10581, 26002, 669, 2728, 0, 0
43.402, 354263, 16057, 8073, 20059, 3202, 10705, 701, 251832, 17, 10581, 26002, 669, 2728, 0, 0
44.406, 354271, 16057, 8086, 20033, 3202, 10705, 701, 251849, 17, 10581, 26002, 669, 2728, 0, 0
45.411, 354279, 16057, 7524, 20591, 3202, 10705, 701, 251866, 17, 10581, 26002, 669, 2728, 0, 0
46.416, 354287, 16057, 12628, 15444, 3202, 10705, 701, 251881, 17, 10581, 26002, 669, 2728, 0, 0
47.422, 354303, 16057, 11451, 16614, 3202, 10705, 701, 251893, 17, 10581, 26002, 669, 2728, 0, 0
48.426, 354327, 16057, 9727, 18326, 3202, 10705, 701, 251914, 17, 10581, 26002, 669, 2728, 0, 0
49.431, 354346, 16057, 10377, 17652, 3202, 10705, 701, 251933, 17, 10581, 26016, 669, 2730, 0, 0
50.437, 354410, 16057, 13898, 14046, 3202, 10705, 701, 251953, 17, 10581, 26069, 669, 2734, 0, 0
51.441, 354426, 16057, 11107, 16843, 3202, 10705, 701, 251976, 17, 10581, 26069, 669, 2734, 0, 0
52.445, 354434, 16057, 8014, 19947, 3202, 10705, 701, 251987, 17, 10581, 26069, 669, 2734, 0, 0
53.453, 354434, 16057, 6756, 21270, 3202, 10705, 701, 252003, 17, 10581, 26069, 669, 2734, 0, 0
54.458, 354466, 16057, 13390, 14493, 3202, 10705, 701, 252017, 17, 10581, 26069, 669, 2734, 0, 0
55.462, 354585, 16057, 11828, 15932, 3202, 10705, 701, 252029, 17, 10581, 26186, 669, 2744, 0, 0
56.466, 354645, 16057, 8631, 19113, 3202, 10705, 701, 252050, 17, 10581, 26228, 669, 2748, 0, 0
57.471, 354660, 16057, 10048, 17670, 3202, 10705, 701, 252067, 17, 10581, 26236, 669, 2749, 0, 0
58.475, 354678, 16057, 9524, 18170, 3202, 10705, 701, 252086, 17, 10581, 26252, 669, 2750, 0, 0
59.479, 354714, 16057, 14999, 12614, 3202, 10705, 701, 252104, 17, 10581, 26266, 669, 2751, 0, 0
60.483, 354740, 16057, 7259, 20399, 3202, 10705, 701, 252116, 17, 10581, 26266, 669, 2751, 0, 0
61.488, 354756, 16057, 11497, 16117, 3202, 10705, 701, 252131, 17, 10581, 26266, 669, 2751, 0, 0
62.493, 354756, 16057, 13956, 13638, 3202, 10705, 701, 252153, 17, 10581, 26266, 669, 2751, 0, 0
63.498, 354772, 16057, 12483, 15107, 3202, 10705, 701, 252165, 17, 10581, 26266, 669, 2751, 0, 0
64.502, 354772, 16057, 9257, 18346, 3202, 10705, 701, 252186, 17, 10581, 26266, 669, 2751, 0, 0
65.506, 354788, 16057, 14135, 13429, 3202, 10705, 701, 252204, 17, 10581, 26266, 669, 2751, 0, 0
66.510, 354796, 16057, 7053, 20178, 3202, 10705, 701, 252216, 17, 10581, 26266, 669, 2751, 0, 0
67.517, 354804, 16057, 7053, 20170, 3202, 10705, 701, 252227, 17, 10581, 26266, 669, 2751, 0, 0
68.524, 354804, 16057, 9103, 18108, 3202, 10705, 701, 252238, 17, 10581, 26266, 669, 2751, 0, 0
69.528, 354804, 16057, 7646, 19566, 3202, 10705, 701, 252255, 17, 10581, 26266, 669, 2751, 0, 0
70.532, 354812, 16057, 12454, 14717, 3202, 10705, 701, 252270, 17, 10581, 26266, 669, 2751, 0, 0
71.536, 354824, 16057, 9233, 17942, 3202, 10705, 701, 252284, 17, 10581, 26271, 669, 2752, 0, 0
72.541, 354839, 16057, 6804, 20454, 3202, 10705, 701, 252302, 17, 10581, 26271, 669, 2752, 0, 0
73.545, 354865, 16057, 12614, 14490, 3202, 10705, 701, 252316, 17, 10581, 26283, 669, 2753, 0, 0
74.549, 354889, 16057, 8543, 18573, 3202, 10705, 701, 252328, 17, 10581, 26283, 669, 2753, 0, 0
75.553, 354897, 16057, 15391, 11669, 3202, 10705, 701, 252344, 17, 10581, 26283, 669, 2753, 0, 0
76.557, 354897, 16057, 7924, 19178, 3202, 10705, 701, 252369, 17, 10581, 26283, 669, 2753, 0, 0
77.562, 354931, 16057, 9503, 17573, 3202, 10705, 701, 252384, 17, 10581, 26294, 669, 2754, 0, 0
78.567, 354930, 16057, 12960, 14089, 3202, 10705, 701, 252402, 17, 10581, 26294, 669, 2754, 0, 0
79.572, 354955, 16057, 11146, 15896, 3202, 10705, 701, 252424, 17, 10581, 26294, 669, 2754, 0, 0
80.576, 354987, 16057, 8294, 18726, 3202, 10705, 701, 252437, 17, 10581, 26323, 669, 2757, 0, 0
81.580, 355008, 16057, 15305, 11643, 3202, 10705, 701, 252453, 17, 10581, 26323, 669, 2757, 0, 0
82.584, 355025, 16057, 15833, 11094, 3202, 10705, 701, 252478, 17, 10581, 26323, 669, 2757, 0, 0
83.588, 355045, 16057, 8274, 18672, 3202, 10705, 701, 252504, 17, 10581, 26342, 669, 2759, 0, 0
84.592, 355067, 16057, 15875, 11011, 3202, 10705, 701, 252519, 17, 10581, 26342, 669, 2759, 0, 0
85.596, 355067, 16057, 17607, 9265, 3202, 10705, 701, 252547, 17, 10581, 26342, 669, 2759, 0, 0
86.600, 355091, 16057, 8306, 18616, 3202, 10705, 701, 252576, 17, 10581, 26342, 669, 2759, 0, 0
87.604, 355098, 16057, 9138, 17766, 3202, 10705, 701, 252591, 17, 10581, 26348, 669, 2760, 0, 0
88.609, 355114, 16057, 7338, 19562, 3202, 10705, 701, 252608, 17, 10581, 26358, 669, 2761, 0, 0
89.614, 355127, 16057, 9117, 17765, 3202, 10705, 701, 252621, 17, 10581, 26358, 669, 2761, 0, 0
90.618, 355149, 16057, 7500, 19362, 3202, 10705, 701, 252633, 17, 10581, 26365, 669, 2762, 0, 0
91.622, 355645, 16057, 11461, 14885, 3202, 10705, 701, 252644, 17, 10581, 26444, 669, 2777, 0, 0
92.626, 355665, 16057, 12766, 13548, 3202, 10705, 701, 252655, 17, 10581, 26457, 669, 2778, 0, 0
93.631, 355664, 16057, 18619, 7650, 3202, 10705, 701, 252679, 17, 10581, 26457, 669, 2778, 0, 0
94.636, 355687, 16057, 11644, 14656, 3202, 10705, 701, 252710, 17, 10581, 26473, 669, 2779, 0, 0
95.641, 355686, 16057, 19674, 6563, 3202, 10705, 701, 252731, 17, 10581, 26473, 669, 2779, 0, 0
96.645, 350621, 16057, 23371, 10022, 3202, 10705, 701, 257843, 18, 10581, 26473, 669, 2779, 0, 0
97.649, 350621, 16057, 23561, 9831, 3202, 10705, 701, 257881, 18, 10581, 26473, 669, 2779, 0, 0
98.653, 350621, 16057, 23841, 9548, 3202, 10705, 701, 257920, 18, 10581, 26473, 669, 2779, 0, 0
99.657, 350621, 16057, 23895, 9494, 3202, 10705, 701, 257959, 18, 10581, 26473, 669, 2779, 0, 0
100.661, 350621, 16057, 8469, 24983, 3202, 10705, 701, 257999, 18, 10581, 26473, 669, 2779, 0, 0
101.665, 350685, 16057, 15985, 17403, 3202, 10705, 701, 258018, 18, 10581, 26473, 669, 2779, 0, 0
102.669, 350685, 16057, 18306, 15064, 3202, 10705, 701, 258048, 18, 10581, 26473, 669, 2779, 0, 0
103.673, 350701, 16057, 13051, 20345, 3202, 10705, 701, 258063, 18, 10581, 26473, 669, 2779, 0, 0
104.677, 350701, 16057, 11021, 22382, 3202, 10705, 701, 258074, 18, 10581, 26473, 669, 2779, 0, 0
105.681, 350729, 16057, 9035, 24357, 3202, 10705, 701, 258097, 18, 10581, 26494, 669, 2780, 0, 0
106.685, 350744, 16057, 16555, 16767, 3202, 10705, 701, 258117, 18, 10581, 26502, 669, 2781, 0, 0
107.689, 350744, 16057, 22216, 11061, 3202, 10705, 701, 258149, 18, 10581, 26503, 669, 2782, 0, 0
108.694, 350744, 16057, 22677, 10596, 3202, 10705, 701, 258186, 18, 10581, 26503, 669, 2782, 0, 0
109.698, 350744, 16057, 22737, 10536, 3202, 10705, 701, 258223, 18, 10581, 26503, 669, 2782, 0, 0
110.702, 350744, 16057, 9119, 24229, 3202, 10705, 701, 258261, 18, 10581, 26503, 669, 2782, 0, 0
111.706, 350798, 16057, 10498, 22628, 3202, 10705, 701, 258271, 18, 10581, 26543, 669, 2784, 0, 0
112.711, 351033, 16057, 18837, 14173, 3202, 10705, 701, 258292, 18, 10581, 26587, 669, 2789, 0, 0
113.715, 351048, 16057, 26379, 6554, 3202, 10705, 701, 258327, 18, 10581, 26606, 669, 2791, 0, 0
114.719, 343879, 16057, 35824, 4220, 3202, 10705, 701, 265546, 19, 10581, 26606, 669, 2791, 0, 0
115.724, 329507, 16057, 43796, 10557, 3202, 10705, 701, 280020, 21, 10581, 26606, 669, 2791, 0, 0
116.729, 329507, 16057, 44142, 10208, 3202, 10705, 701, 280093, 21, 10581, 26606, 669, 2791, 0, 0
117.734, 329507, 16057, 44374, 9975, 3202, 10705, 701, 280166, 21, 10581, 26606, 669, 2791, 0, 0
118.738, 329507, 16057, 44640, 9705, 3202, 10705, 701, 280240, 21, 10581, 26606, 669, 2791, 0, 0
119.742, 329507, 16057, 44989, 9353, 3202, 10705, 701, 280314, 21, 10581, 26606, 669, 2791, 0, 0
120.747, 329507, 16057, 45509, 8829, 3202, 10705, 701, 280389, 21, 10581, 26606, 669, 2791, 0, 0
121.752, 329507, 16057, 45541, 8797, 3202, 10705, 701, 280464, 21, 10581, 26606, 669, 2791, 0, 0
122.757, 329509, 16057, 46403, 7927, 3202, 10705, 701, 280541, 21, 10581, 26606, 669, 2791, 0, 0
123.762, 329509, 16057, 47258, 7065, 3202, 10705, 701, 280619, 21, 10581, 26606, 669, 2791, 0, 0
124.767, 329509, 16057, 47475, 6845, 3202, 10705, 701, 280697, 21, 10581, 26606, 669, 2791, 0, 0
125.771, 329509, 16057, 50497, 3799, 3202, 10705, 701, 280780, 21, 10581, 26606, 669, 2791, 0, 0
126.776, 322380, 16057, 56315, 5121, 3202, 10705, 701, 287923, 22, 10581, 26606, 669, 2791, 0, 0
127.781, 322380, 16057, 56354, 5057, 3202, 10705, 701, 288016, 22, 10581, 26606, 669, 2791, 0, 0
128.785, 318125, 16057, 11705, 54004, 3202, 10705, 701, 295452, 23, 10581, 26616, 669, 2792, 0, 0
129.789, 318436, 16057, 20994, 44639, 3202, 10705, 701, 295474, 23, 10581, 26616, 669, 2792, 0, 0
130.794, 318436, 16057, 28632, 36940, 3202, 10705, 701, 295512, 23, 10581, 26616, 669, 2792, 0, 0
131.798, 318436, 16057, 35915, 29600, 3202, 10705, 701, 295563, 23, 10581, 26616, 669, 2792, 0, 0
132.802, 318436, 16057, 36009, 29506, 3202, 10705, 701, 295622, 23, 10581, 26616, 669, 2792, 0, 0
133.807, 318437, 16057, 37298, 28205, 3202, 10705, 701, 295682, 23, 10581, 26616, 669, 2792, 0, 0
134.811, 318437, 16057, 37469, 28033, 3202, 10705, 701, 295744, 23, 10581, 26616, 669, 2792, 0, 0
135.815, 318437, 16057, 38800, 26691, 3202, 10705, 701, 295806, 23, 10581, 26616, 669, 2792, 0, 0
136.820, 318437, 16057, 41242, 24230, 3202, 10705, 701, 295870, 23, 10581, 26616, 669, 2792, 0, 0
137.825, 318437, 16057, 44681, 20763, 3202, 10705, 701, 295938, 23, 10581, 26616, 669, 2792, 0, 0
138.829, 318437, 16057, 10198, 54301, 3202, 10705, 701, 296012, 23, 10581, 26616, 669, 2792, 0, 0
139.833, 319661, 16057, 19108, 45318, 3202, 10705, 701, 296031, 23, 10581, 26616, 669, 2792, 0, 0
140.838, 319661, 16057, 24738, 39644, 3202, 10705, 701, 296066, 23, 10581, 26616, 669, 2792, 0, 0
141.842, 319661, 16057, 10452, 53488, 3202, 10705, 701, 296107, 23, 10581, 26616, 669, 2792, 0, 0
142.847, 320213, 16057, 17006, 46881, 3202, 10705, 701, 296126, 23, 10581, 26616, 669, 2792, 0, 0
143.852, 320397, 16057, 12790, 50952, 3202, 10705, 701, 296156, 23, 10581, 26616, 669, 2792, 0, 0
144.857, 320397, 16057, 19001, 44691, 3202, 10705, 701, 296180, 23, 10581, 26616, 669, 2792, 0, 0
145.861, 320629, 16057, 14273, 49220, 3202, 10705, 701, 296193, 23, 10581, 26616, 669, 2792, 0, 0
146.866, 320629, 16057, 22472, 40955, 3202, 10705, 701, 296219, 23, 10581, 26616, 669, 2792, 0, 0
147.871, 320629, 16057, 10094, 53188, 3202, 10705, 701, 296256, 23, 10581, 26616, 669, 2792, 0, 0
148.875, 320874, 16057, 18901, 44310, 3202, 10705, 701, 296274, 23, 10581, 26616, 669, 2792, 0, 0
149.880, 320874, 16057, 25237, 37924, 3202, 10705, 701, 296307, 23, 10581, 26616, 669, 2792, 0, 0
150.885, 320874, 16057, 26666, 36483, 3202, 10705, 701, 296349, 23, 10581, 26616, 669, 2792, 0, 0
151.889, 321202, 16057, 30794, 31991, 3202, 10705, 701, 296393, 23, 10581, 26616, 669, 2792, 0, 0
152.894, 321534, 16057, 14016, 48585, 3202, 10705, 701, 296405, 23, 10581, 26648, 669, 2794, 0, 0
153.898, 321543, 16057, 25024, 37479, 3202, 10705, 701, 296430, 23, 10581, 26659, 669, 2795, 0, 0
154.903, 321543, 16057, 31896, 30553, 3202, 10705, 701, 296473, 23, 10581, 26659, 669, 2795, 0, 0
155.907, 321543, 16057, 38313, 24085, 3202, 10705, 701, 296527, 23, 10581, 26659, 669, 2795, 0, 0
156.911, 321543, 16057, 39540, 22848, 3202, 10705, 701, 296591, 23, 10581, 26659, 669, 2795, 0, 0
157.916, 321543, 16057, 40423, 21958, 3202, 10705, 701, 296656, 23, 10581, 26659, 669, 2795, 0, 0
158.921, 321543, 16057, 41096, 21280, 3202, 10705, 701, 296723, 23, 10581, 26659, 669, 2795, 0, 0
159.926, 321543, 16057, 42635, 19729, 3202, 10705, 701, 296791, 23, 10581, 26659, 669, 2795, 0, 0
160.931, 321543, 16057, 43071, 19289, 3202, 10705, 701, 296862, 23, 10581, 26659, 669, 2795, 0, 0
161.936, 321543, 16057, 46684, 15648, 3202, 10705, 701, 296933, 23, 10581, 26659, 669, 2795, 0, 0
162.941, 321543, 16057, 48997, 13316, 3202, 10705, 701, 297010, 23, 10581, 26659, 669, 2795, 0, 0
163.946, 321543, 16057, 49827, 12479, 3202, 10705, 701, 297091, 23, 10581, 26659, 669, 2795, 0, 0
164.951, 322895, 16057, 11999, 48978, 3202, 10705, 701, 297174, 23, 10581, 26666, 669, 2796, 0, 0
165.956, 323166, 16057, 21446, 39456, 3202, 10705, 701, 297194, 23, 10581, 26666, 669, 2796, 0, 0
166.960, 323166, 16057, 26640, 34220, 3202, 10705, 701, 297230, 23, 10581, 26666, 669, 2796, 0, 0
167.965, 323166, 16057, 27645, 33207, 3202, 10705, 701, 297274, 23, 10581, 26666, 669, 2796, 0, 0
168.969, 323324, 16057, 32178, 28479, 3202, 10705, 701, 297320, 23, 10581, 26666, 669, 2796, 0, 0
169.973, 323883, 16057, 13811, 46433, 3202, 10705, 701, 297331, 23, 10581, 26672, 669, 2797, 0, 0
170.977, 323882, 16057, 23659, 36507, 3202, 10705, 701, 297354, 23, 10581, 26672, 669, 2797, 0, 0
171.981, 323882, 16057, 26535, 33608, 3202, 10705, 701, 297393, 23, 10581, 26672, 669, 2797, 0, 0
172.986, 323882, 16057, 28383, 31754, 3202, 10705, 701, 297437, 23, 10581, 26672, 669, 2797, 0, 0
173.991, 323901, 16057, 10842, 48735, 3202, 10705, 701, 297486, 23, 10581, 26692, 669, 2798, 0, 0
174.996, 324570, 16057, 19894, 39614, 3202, 10705, 701, 297504, 23, 10581, 26692, 669, 2798, 0, 0
176.001, 324570, 16057, 27897, 31547, 3202, 10705, 701, 297537, 23, 10581, 26692, 669, 2798, 0, 0
177.005, 324570, 16057, 35627, 23756, 3202, 10705, 701, 297583, 23, 10581, 26692, 669, 2798, 0, 0
178.009, 324570, 16057, 37719, 21648, 3202, 10705, 701, 297642, 23, 10581, 26692, 669, 2798, 0, 0
179.013, 324570, 16057, 38224, 21139, 3202, 10705, 701, 297704, 23, 10581, 26692, 669, 2798, 0, 0
180.017, 324570, 16057, 38939, 20417, 3202, 10705, 701, 297767, 23, 10581, 26692, 669, 2798, 0, 0
181.022, 324570, 16057, 40270, 19076, 3202, 10705, 701, 297831, 23, 10581, 26692, 669, 2798, 0, 0
182.026, 324570, 16057, 40818, 18523, 3202, 10705, 701, 297898, 23, 10581, 26692, 669, 2798, 0, 0
183.031, 324570, 16057, 41669, 17666, 3202, 10705, 701, 298034, 23, 10581, 26692, 669, 2798, 0, 0
184.036, 324570, 16057, 43871, 15446, 3202, 10705, 701, 298107, 23, 10581, 26692, 669, 2798, 0, 0
185.041, 324570, 16057, 45289, 14016, 3202, 10705, 701, 298182, 23, 10581, 26692, 669, 2798, 0, 0
186.046, 324570, 16057, 46923, 12370, 3202, 10705, 701, 298260, 23, 10581, 26692, 669, 2798, 0, 0
187.051, 325695, 16057, 12506, 45677, 3202, 10705, 701, 298280, 23, 10581, 26710, 669, 2799, 0, 0
188.056, 325956, 16057, 22537, 35568, 3202, 10705, 701, 298317, 23, 10581, 26710, 669, 2799, 0, 0
189.060, 325956, 16057, 30364, 27678, 3202, 10705, 701, 298367, 23, 10581, 26710, 669, 2799, 0, 0
190.064, 325956, 16057, 31486, 26556, 3202, 10705, 701, 298419, 23, 10581, 26710, 669, 2799, 0, 0
191.069, 325956, 16057, 32592, 25441, 3202, 10705, 701, 298473, 23, 10581, 26710, 669, 2799, 0, 0
192.073, 325956, 16057, 33208, 24819, 3202, 10705, 701, 298528, 23, 10581, 26710, 669, 2799, 0, 0
193.078, 325956, 16057, 33533, 24492, 3202, 10705, 701, 298583, 23, 10581, 26710, 669, 2799, 0, 0
194.083, 325956, 16057, 37251, 20744, 3202, 10705, 701, 298644, 23, 10581, 26710, 669, 2799, 0, 0
195.088, 325961, 16057, 8563, 48655, 3202, 10705, 701, 298657, 23, 10581, 26716, 669, 2800, 0, 0
196.092, 326955, 16057, 16196, 40960, 3202, 10705, 701, 298682, 23, 10581, 26716, 669, 2800, 0, 0
197.096, 326954, 16057, 25542, 31540, 3202, 10705, 701, 298723, 23, 10581, 26716, 669, 2800, 0, 0
198.100, 326954, 16057, 29716, 27333, 3202, 10705, 701, 298772, 23, 10581, 26716, 669, 2800, 0, 0
199.104, 326954, 16057, 30722, 26319, 3202, 10705, 701, 298822, 23, 10581, 26716, 669, 2800, 0, 0
200.109, 326954, 16057, 33867, 23158, 3202, 10705, 701, 298878, 23, 10581, 26716, 669, 2800, 0, 0
201.113, 326954, 16057, 7893, 48448, 3202, 10705, 701, 298889, 23, 10581, 26716, 669, 2800, 0, 0
202.118, 327838, 16057, 15537, 40741, 3202, 10705, 701, 298913, 23, 10581, 26716, 669, 2800, 0, 0
203.122, 327847, 16057, 25134, 31067, 3202, 10705, 701, 298953, 23, 10581, 26727, 669, 2801, 0, 0
204.127, 327847, 16057, 32050, 24095, 3202, 10705, 701, 299001, 23, 10581, 26727, 669, 2801, 0, 0
205.131, 327847, 16057, 12877, 42673, 3202, 10705, 701, 299020, 23, 10581, 26727, 669, 2801, 0, 0
206.136, 328586, 16057, 22990, 32479, 3202, 10705, 701, 299056, 23, 10581, 26727, 669, 2801, 0, 0
207.141, 328586, 16057, 27998, 27440, 3202, 10705, 701, 299102, 23, 10581, 26727, 669, 2801, 0, 0
208.145, 328593, 16057, 9109, 45688, 3202, 10705, 701, 299115, 23, 10581, 26735, 669, 2802, 0, 0
209.149, 329374, 16057, 16704, 38031, 3202, 10705, 701, 299141, 23, 10581, 26735, 669, 2802, 0, 0
210.153, 329373, 16057, 26414, 28249, 3202, 10705, 701, 299183, 23, 10581, 26735, 669, 2802, 0, 0
211.157, 329373, 16057, 30902, 23725, 3202, 10705, 701, 299234, 23, 10581, 26735, 669, 2802, 0, 0
212.162, 329373, 16057, 32346, 22269, 3202, 10705, 701, 299287, 23, 10581, 26735, 669, 2802, 0, 0
213.167, 329373, 16057, 35908, 18679, 3202, 10705, 701, 299346, 23, 10581, 26735, 669, 2802, 0, 0
214.171, 329383, 16057, 10188, 43682, 3202, 10705, 701, 299361, 23, 10581, 26746, 669, 2803, 0, 0
215.175, 330286, 16057, 18908, 34892, 3202, 10705, 701, 299389, 23, 10581, 26746, 669, 2803, 0, 0
216.179, 330285, 16057, 28038, 25690, 3202, 10705, 701, 299433, 23, 10581, 26746, 669, 2803, 0, 0
217.183, 330285, 16057, 29964, 23749, 3202, 10705, 701, 299482, 23, 10581, 26746, 669, 2803, 0, 0
218.187, 330289, 16057, 9001, 44081, 3202, 10705, 701, 299494, 23, 10581, 26751, 669, 2804, 0, 0
219.191, 331083, 16057, 16497, 36524, 3202, 10705, 701, 299519, 23, 10581, 26751, 669, 2804, 0, 0
220.195, 331082, 16057, 26660, 26282, 3202, 10705, 701, 299561, 23, 10581, 26751, 669, 2804, 0, 0
221.200, 331351, 16057, 32891, 19729, 3202, 10705, 701, 299613, 23, 10581, 26751, 669, 2804, 0, 0
222.204, 331837, 16057, 14298, 37990, 3202, 10705, 701, 299634, 23, 10581, 26759, 669, 2805, 0, 0
223.208, 331842, 16057, 23667, 28540, 3202, 10705, 701, 299671, 23, 10581, 26767, 669, 2807, 0, 0
224.212, 331842, 16057, 27721, 24454, 3202, 10705, 701, 299717, 23, 10581, 26767, 669, 2807, 0, 0
225.217, 331842, 16057, 28710, 23457, 3202, 10705, 701, 299764, 23, 10581, 26767, 669, 2807, 0, 0
226.221, 331842, 16057, 9122, 42735, 3202, 10705, 701, 299776, 23, 10581, 26767, 669, 2807, 0, 0
227.225, 332314, 16057, 17119, 34673, 3202, 10705, 701, 299801, 23, 10581, 26767, 669, 2807, 0, 0
228.229, 332327, 16057, 6895, 44517, 3202, 10705, 701, 299840, 23, 10581, 26776, 669, 2809, 0, 0
229.235, 332862, 16057, 14600, 36660, 3202, 10705, 701, 299861, 23, 10581, 26784, 669, 2810, 0, 0
230.239, 332865, 16057, 26057, 25108, 3202, 10705, 701, 299900, 23, 10581, 26784, 669, 2810, 0, 0
231.243, 332871, 16057, 36043, 15046, 3202, 10705, 701, 299957, 23, 10581, 26784, 669, 2810, 0, 0
232.247, 332871, 16057, 41074, 9975, 3202, 10705, 701, 300025, 23, 10581, 26784, 669, 2810, 0, 0
233.251, 332871, 16057, 41115, 9934, 3202, 10705, 701, 300093, 23, 10581, 26784, 669, 2810, 0, 0
234.255, 332871, 16057, 41376, 9670, 3202, 10705, 701, 300161, 23, 10581, 26784, 669, 2810, 0, 0
